player_name,team.code,min,points,totReb,assists,uPER,normalized_PER,location
Payton Pritchard,BOS,24,21,4,6,0.7374999999999999,0.5198653389998023,visitor
Nikola Jokic,DEN,17,14,8,2,1.6117647058823528,1.1361364138460284,home
Jayson Tatum,BOS,19,12,6,5,0.7789473684210527,0.5490816783013077,visitor
Russell Westbrook,DEN,19,12,4,8,0.8789473684210526,0.619571893758908,home
Michael Porter Jr.,DEN,15,12,2,0,0.46,0.3242549911049615,home
Julian Strawther,DEN,23,11,2,2,0.6434782608695653,0.45358921250977596,home
Derrick White,BOS,19,9,1,0,0.268421052631579,0.18921057833355878,visitor
Jordan Walsh,BOS,25,9,4,4,0.8320000000000001,0.5864785926072347,visitor
Jaylen Brown,BOS,19,8,2,2,0.4105263157894738,0.28938088451014876,visitor
Aaron Gordon,DEN,15,7,3,3,0.7666666666666667,0.5404249851749358,home
Sam Hauser,BOS,17,7,1,3,0.623529411764706,0.4395272257944491,visitor
Hunter Tyson,DEN,18,6,3,1,0.18333333333333338,0.12923206167226728,home
Luke Kornet,BOS,21,6,11,3,1.1142857142857143,0.7854624008132607,visitor
Vlatko Cancar,DEN,21,6,3,1,-0.014285714285714256,-0.010070030779657166,home
Xavier Tillman,BOS,15,6,3,1,0.7533333333333334,0.5310262897805891,visitor
Jamal Murray,DEN,15,3,1,2,0.2800000000000001,0.19737260328128092,home
Trey Alexander,DEN,15,3,4,2,0.6533333333333332,0.46053607432298865,home
Jalen Pickett,DEN,15,3,1,1,0.18000000000000002,0.12688238782368058,home
Josh Minott,MIN,29,22,8,1,1.2172413793103447,0.8580360709149278,visitor
Rob Dillingham,MIN,25,21,1,4,0.6240000000000001,0.43985894445542606,visitor
Luka Garza,MIN,22,20,9,1,1.1909090909090911,0.8394743840859675,visitor
Dalton Knecht,LAL,25,16,3,2,0.428,0.3016981221585293,home
Austin Reaves,LAL,25,16,5,7,1.124,0.7923100217434276,home
D'Angelo Russell,LAL,21,14,0,3,0.6190476190476191,0.43636800045181146,home
Terrence Jr. Shannon,MIN,27,14,4,5,0.7148148148148148,0.5038745030858096,visitor
Max Christie,LAL,34,11,7,2,0.6264705882352941,0.4416004674255549,home
Gabe Vincent,LAL,15,11,0,0,0.5066666666666666,0.35715042498517485,home
Daishen Nix,MIN,15,10,0,0,0.3333333333333333,0.2349673848586677,visitor
Jaxson Hayes,LAL,21,9,6,1,0.7428571428571429,0.5236416005421738,home
Rui Hachimura,LAL,22,9,6,2,0.6363636363636364,0.44857409836654744,home
Jalen HoodSchifino,LAL,27,6,4,6,0.7407407407407407,0.5221497441303726,home
Bronny James,LAL,16,2,1,1,0.33125000000000004,0.23349883870330107,home
Jaylen Clark,MIN,15,0,2,1,0.35333333333333333,0.24906542795018777,visitor
Lindy Waters III,GSW,15,15,3,1,0.9333333333333332,0.6579086776042695,visitor
Ivica Zubac,LAC,18,14,6,1,1.0333333333333334,0.72839889306187,home
James Harden,LAC,17,13,2,8,1.4000000000000001,0.9868630164064045,home
Norman Powell,LAC,15,11,1,1,0.8933333333333333,0.6297125914212295,home
Kobe Brown,LAC,27,11,9,1,0.8037037037037038,0.5665324723814544,home
Kevin Porter Jr.,LAC,16,7,1,1,0.23750000000000004,0.16741426171180077,home
Jonathan Kuminga,GSW,19,7,7,1,0.7105263157894738,0.5008515308829496,visitor
Jordan Miller,LAC,18,6,2,3,0.8055555555555557,0.5678378467417804,home
Buddy Hield,GSW,17,5,2,1,0.0352941176470588,0.024878899573270684,visitor
Kyle Anderson,GSW,15,4,0,1,0.36000000000000004,0.25376477564736116,visitor
Brandin Podziemski,GSW,19,4,5,4,0.6157894736842104,0.4340713267652229,visitor
Trayce JacksonDavis,GSW,18,4,6,2,0.7833333333333334,0.5521733544178692,visitor
Kai Jones,LAC,22,4,6,3,0.7727272727272727,0.5446971194450934,home
Kris Dunn,LAC,18,0,3,0,-0.15555555555555556,-0.10965144626737827,home
Jaylen Brown,BOS,23,21,1,3,0.7217391304347827,0.5087554680852893,home
Nikola Jokic,DEN,19,20,7,3,1.0947368421052635,0.7716823586937299,visitor
Jayson Tatum,BOS,23,17,2,4,0.7391304347826086,0.5210146359909588,home
Julian Strawther,DEN,29,17,2,1,0.4724137931034484,0.3330055006100429,visitor
Sam Hauser,BOS,16,15,8,0,1.35625,0.9560235471437042,home
Payton Pritchard,BOS,16,14,2,5,1.2937500000000002,0.9119671624827042,home
Derrick White,BOS,23,13,5,6,1.0869565217391304,0.7661979941043512,home
Trey Alexander,DEN,20,12,4,5,0.985,0.694328622257363,visitor
Jamal Murray,DEN,19,11,1,0,0.20000000000000004,0.14098043091520066,visitor
Xavier Tillman,BOS,15,10,3,2,0.9266666666666666,0.6532093299070962,home
Hunter Tyson,DEN,30,8,10,2,0.61,0.4299903142913619,visitor
Christian Braun,DEN,26,8,3,3,0.423076923076923,0.298227834628309,visitor
Neemias Queta,BOS,17,7,3,2,0.8588235294117645,0.6053865562829203,home
Jrue Holiday,BOS,17,7,3,1,0.9411764705882352,0.6634373219538853,home
Jalen Pickett,DEN,17,4,1,3,0.19411764705882362,0.1368339476529889,visitor
Zeke Nnaji,DEN,21,2,2,0,-0.009523809523809532,-0.006713353853104797,visitor
Vlatko Cancar,DEN,18,0,3,3,0.12777777777777782,0.09007083086248932,visitor
Miles McBride,NYK,25,22,0,3,0.54,0.3806471634710417,visitor
LaMelo Ball,CHA,19,18,4,7,1.0578947368421054,0.7457122793146139,home
Landry Shamet,NYK,27,16,4,1,0.7111111111111111,0.5012637543651578,visitor
Precious Achiuwa,NYK,33,15,5,2,0.7696969696969697,0.5425610523100145,visitor
Tre Mann,CHA,16,15,3,2,0.6812499999999999,0.4802145928049021,home
Brandon Miller,CHA,21,12,5,3,0.7571428571428571,0.533711631321831,home
Jalen Brunson,NYK,15,12,1,3,0.7333333333333335,0.5169282466890691,visitor
Tidjane Salaun,CHA,22,11,1,0,0.20454545454545459,0.14418453161781886,home
Cameron Payne,NYK,26,11,2,6,0.4346153846153846,0.30636132102726293,visitor
Karl-Anthony Towns,NYK,15,10,4,0,0.94,0.6626080253014429,visitor
Miles Bridges,CHA,22,10,6,2,0.6045454545454546,0.4261453934482201,home
Vasilije Micic,CHA,18,8,3,5,0.7388888888888888,0.5208443697700467,home
Nick Richards,CHA,20,8,9,0,1.0500000000000003,0.7401472623048034,home
Josh Green,CHA,21,5,2,0,0.24761904761904757,0.17454720018072456,home
Jericho Sims,NYK,21,3,10,2,0.8428571428571429,0.594131815999774,visitor
Josh Hart,NYK,15,0,1,1,0.09333333333333332,0.06579086776042695,visitor
DaQuan Jeffries,CHA,19,0,1,2,-0.08947368421052633,-0.06307019277785292,home
Jordan Poole,WAS,22,16,1,6,0.9772727272727273,0.6888816510629122,visitor
Alex Sarr,WAS,22,15,3,4,0.75,0.5286766159320023,visitor
Chris Boucher,TOR,18,13,6,0,0.8333333333333334,0.5874184621466693,home
Gradey Dick,TOR,20,10,4,5,0.8949999999999999,0.6308874283455227,home
Jahmi'us Ramsey,TOR,15,10,2,1,0.4,0.28196086183040125,home
Bilal Coulibaly,WAS,24,10,2,0,0.6750000000000002,0.4758089543388022,visitor
Jamal Shead,TOR,17,10,0,4,1.0941176470588236,0.7712458867713917,home
Ochai Agbaji,TOR,17,9,0,2,0.37058823529411766,0.2612284455193423,home
Johnny Davis,WAS,16,8,2,1,0.29374999999999996,0.20706500790670088,visitor
Kyshawn George,WAS,21,8,3,1,0.5666666666666667,0.3994445542597351,visitor
D.J. Carton,TOR,20,7,1,3,0.48500000000000004,0.34187754496936157,home
Bub Carrington,WAS,18,7,2,1,-0.05555555555555555,-0.03916123080977795,visitor
Jakob Poeltl,TOR,21,6,7,3,0.8952380952380953,0.6310552621918505,home
Corey Kispert,WAS,19,5,1,1,0.28421052631578947,0.20034061235317985,visitor
Davion Mitchell,TOR,20,4,1,5,0.5700000000000001,0.4017942281083218,home
Jonas Valanciunas,WAS,16,3,6,1,0.30625,0.21587628483890098,visitor
Kyle Kuzma,WAS,22,2,5,1,0.08181818181818185,0.05767381264712755,visitor
Jonathan Mogbo,TOR,20,2,5,5,0.86,0.6062158529353627,home
Jaden Ivey,DET,23,22,2,1,0.9782608695652174,0.6895781946939161,home
Damian Lillard,MIL,17,15,2,4,0.8294117647058824,0.5846541399718614,visitor
Wendell Moore Jr.,DET,17,14,8,1,1.4823529411764707,1.0449137820773693,home
Cade Cunningham,DET,25,13,4,4,0.64,0.45113737892864203,home
Marcus Sasser,DET,19,12,2,9,1.5421052631578949,1.0870333225829945,home
Malik Beasley,DET,20,11,3,2,0.8049999999999999,0.5674462344336825,home
Ron II Holland,DET,26,10,6,5,0.8115384615384615,0.5720552100597563,home
Simone Fontecchio,DET,24,9,5,1,0.4375,0.30839469262700137,home
Isaiah Stewart,DET,17,9,2,1,0.788235294117647,0.5556287571363789,home
Delon Wright,MIL,15,8,2,2,0.5,0.35245107728800157,visitor
Brook Lopez,MIL,15,8,4,0,0.8733333333333333,0.6156145483297094,visitor
Jalen Duren,DET,23,8,9,4,0.9652173913043479,0.6803838187646639,home
Pat Connaughton,MIL,16,7,2,2,0.68125,0.48021459280490214,visitor
Taurean Prince,MIL,16,5,5,2,0.9625,0.678468323779403,visitor
Paul Reed,DET,15,4,5,1,1.3666666666666667,0.9633662779205376,home
Tim Hardaway Jr.,DET,15,4,3,0,0.07333333333333343,0.05169282466890696,home
A.J. Green,MIL,17,3,3,1,0.2705882352941177,0.19073823006174206,visitor
Andre Jr. Jackson,MIL,18,2,7,1,0.2833333333333333,0.19972227712986754,visitor
AJ Johnson,MIL,18,2,2,2,-0.18333333333333332,-0.12923206167226722,visitor
MarJon Beauchamp,MIL,15,1,4,2,0.6533333333333332,0.46053607432298865,visitor
LeBron James,LAL,16,19,5,4,1.41875,1.0000799318047044,home
Anthony Davis,LAL,18,17,8,3,1.5333333333333332,1.0808499703498713,home
Josh Okogie,PHX,16,15,5,2,1.4875,1.0485419549318047,visitor
D'Angelo Russell,LAL,23,14,2,4,0.8,0.5639217236608025,home
Rui Hachimura,LAL,22,13,8,1,1.1136363636363635,0.785004672141458,home
Max Christie,LAL,29,12,3,1,0.1275862068965517,0.08993579213555901,home
Oso Ighodaro,PHX,27,12,4,5,0.7888888888888889,0.5560894774988469,visitor
Austin Reaves,LAL,28,9,6,7,0.9178571428571429,0.6469994775929744,home
Jalen HoodSchifino,LAL,16,9,3,3,0.7062499999999999,0.4978371466693022,home
Tyus Jones,PHX,19,9,2,6,0.8894736842105264,0.6269919164386555,visitor
Ryan Dunn,PHX,24,9,3,1,0.3458333333333334,0.2437786617908678,visitor
Dalton Knecht,LAL,21,7,1,3,0.4571428571428572,0.32224098494903003,home
Grayson Allen,PHX,21,7,2,1,0.12380952380952379,0.08727360009036228,visitor
Jaxson Hayes,LAL,21,5,8,2,0.9761904761904762,0.6881187699432412,home
Jordan Hawkins,NOP,21,18,1,2,0.9333333333333333,0.6579086776042696,home
Zion Williamson,NOP,19,16,8,3,1.6210526315789473,1.1426834926810998,home
Paolo Banchero,ORL,22,15,3,2,0.6499999999999999,0.45818640047440196,visitor
Daniel Theis,NOP,21,13,2,1,0.8285714285714286,0.5840617852201169,home
Jalen Suggs,ORL,22,11,4,2,0.15,0.10573532318640047,visitor
CJ McCollum,NOP,16,9,3,0,0.4,0.28196086183040125,home
Anthony Black,ORL,23,9,1,4,0.591304347826087,0.4168117087927671,visitor
Moritz Wagner,ORL,16,9,4,1,0.7875,0.5551104467286024,visitor
Franz Wagner,ORL,20,8,3,1,0.20000000000000004,0.14098043091520066,visitor
Jose Alvarado,NOP,18,7,4,5,0.7722222222222221,0.5443411082559135,home
Dejounte Murray,NOP,17,6,3,6,0.8235294117647058,0.5805076567096497,home
Herbert Jones,NOP,18,5,0,0,0.25555555555555554,0.18014166172497856,home
Yves Missi,NOP,16,5,5,0,0.8875,0.6256006621862028,home
Jeremiah Robinson-Earl,NOP,18,5,5,0,0.4666666666666667,0.3289543388021348,home
Wendell Carter Jr.,ORL,20,4,6,1,0.6300000000000001,0.44408835738288205,visitor
Gary Harris,ORL,15,3,1,0,0.24666666666666665,0.1738758647954141,visitor
Kentavious Caldwell-Pope,ORL,17,2,2,0,0.14705882352941177,0.10366208155529458,visitor
Javonte Green,NOP,18,2,1,4,0.25000000000000006,0.1762255386440008,home
Jaden Hardy,DAL,34,21,3,8,0.626470588235294,0.4416004674255548,home
Jazian Gortman,DAL,25,19,3,3,1.008,0.7105413718126111,home
Brandon Clarke,MEM,21,17,1,4,0.842857142857143,0.5941318159997742,visitor
Jake LaRavia,MEM,23,14,6,1,0.8652173913043479,0.6098936033070637,visitor
OlivierMaxence Prosper,DAL,31,14,4,3,0.7193548387096774,0.5070747757111248,home
Ja Morant,MEM,18,13,4,3,1.0666666666666667,0.7518956315477366,visitor
Scotty Pippen Jr.,MEM,18,12,2,6,0.6111111111111112,0.4307735389075575,visitor
Santi Aldama,MEM,19,11,8,3,1.094736842105263,0.7716823586937297,visitor
Desmond Bane,MEM,22,11,7,3,0.9090909090909091,0.6408201405236392,visitor
Emanuel Miller,DAL,17,11,2,1,0.9647058823529413,0.6800232550027325,home
Naji Marshall,DAL,21,9,6,1,0.4666666666666667,0.3289543388021348,home
A.J. Lawson,DAL,20,8,3,2,0.425,0.29958341569480135,home
Dwight Powell,DAL,16,8,2,0,0.74375,0.5242709774659023,home
Quentin Grimes,DAL,22,8,4,4,0.6227272727272727,0.43896179625869286,home
Luke Kennard,MEM,19,6,3,4,0.5157894736842106,0.3635811113076227,visitor
Zach Edey,MEM,18,6,7,0,0.688888888888889,0.4855992620412467,visitor
Marcus Smart,MEM,22,6,1,5,0.45909090909090916,0.32361417096443784,visitor
John Konchar,MEM,21,5,5,2,0.7380952380952381,0.5202849236156214,visitor
Spencer Dinwiddie,DAL,17,4,2,1,0.10588235294117646,0.07463669871981209,home
Julian Champagnie,SAS,21,22,7,1,0.9666666666666667,0.6814054160901364,home
Ajay Mitchell,OKC,24,19,2,2,0.7041666666666667,0.49636860051393555,visitor
Jalen Williams,OKC,17,18,4,3,1.2823529411764707,0.9039333511621688,visitor
Dillon Jones,OKC,26,17,5,3,0.8038461538461538,0.5666328857937871,visitor
Sandro Mamukelashvili,SAS,18,14,3,1,0.8388888888888888,0.591334585227647,home
Malaki Branham,SAS,18,12,1,0,0.38888888888888895,0.2741286156684457,home
Jeremy Sochan,SAS,21,9,6,4,0.842857142857143,0.5941318159997742,home
Isaiah Joe,OKC,18,9,1,3,0.6833333333333333,0.4816831389602688,visitor
Cason Wallace,OKC,26,9,7,1,0.7115384615384616,0.5015649946021561,visitor
Keldon Johnson,SAS,23,8,3,1,0.4043478260869566,0.2850256538068187,home
Aaron Wiggins,OKC,22,7,2,3,0.5272727272727272,0.3716756815037107,visitor
Harrison Barnes,SAS,20,6,5,3,0.4600000000000001,0.3242549911049615,home
Tre Jones,SAS,20,6,2,4,0.465,0.3277795018778415,home
Stephon Castle,SAS,19,5,2,3,-0.06315789473684212,-0.04452013607848442,home
Alex Caruso,OKC,17,5,2,5,0.9058823529411766,0.6385584223806147,visitor
Isaiah Hartenstein,OKC,17,4,8,7,1.3411764705882352,0.9453981837842865,visitor
Blake Wesley,SAS,18,3,4,7,1.0166666666666666,0.7166505238189365,home
A. Flagler,OKC,15,3,1,3,0.46666666666666673,0.3289543388021348,visitor
Ousmane Dieng,OKC,25,2,6,2,0.37200000000000005,0.2622236015022732,visitor
Sidy Cissoko,SAS,20,1,4,2,0.22999999999999998,0.1621274955524807,home
Jalen Green,HOU,20,21,3,0,0.5,0.35245107728800157,visitor
Lauri Markkanen,UTA,24,17,4,1,0.7041666666666666,0.4963686005139355,home
Cam Whitmore,HOU,19,17,2,1,1.0052631578947369,0.7086121659158768,visitor
Alperen Sengun,HOU,22,17,4,4,1.263636363636364,0.8907399953278586,visitor
Jordan Clarkson,UTA,18,14,1,2,0.8277777777777778,0.5835023390656915,home
Amen Thompson,HOU,22,13,3,1,0.6818181818181818,0.4806151053927294,visitor
Keyonte George,UTA,25,13,3,4,0.564,0.3975648151808657,home
Brice Sensabaugh,UTA,20,11,7,1,0.5450000000000002,0.3841716742439218,home
Taylor Hendricks,UTA,23,10,3,2,0.6739130434782608,0.47504275634469767,home
Isaiah Collier,UTA,15,9,0,2,0.8333333333333334,0.5874184621466693,home
Collin Sexton,UTA,18,8,6,0,0.4222222222222223,0.29762535415431246,home
John Collins,UTA,17,8,7,4,0.7411764705882353,0.5224568910386846,home
Jabari Smith Jr.,HOU,25,7,5,1,0.46399999999999997,0.3270745997232654,visitor
Walker Kessler,UTA,19,6,6,1,0.6263157894736843,0.4414913494449704,home
Reed Sheppard,HOU,20,4,3,3,0.6449999999999999,0.45466188970152194,visitor
Cody Williams,UTA,27,3,1,1,0.040740740740740744,0.028718235927170502,home
Jae'Sean Tate,HOU,16,2,2,1,0.625,0.440563846610002,visitor
Fred VanVleet,HOU,15,2,1,8,0.8866666666666667,0.6250132437240562,visitor
LaMelo Ball,CHA,23,24,6,4,1.2,0.8458825854912038,home
Tidjane Salaun,CHA,25,15,8,3,0.82,0.5780197667523226,home
Tre Mann,CHA,19,14,2,4,1.2157894736842105,0.8570126195108249,home
Miles Bridges,CHA,20,14,9,1,0.9900000000000002,0.6978531330302432,home
Kel'el Ware,MIA,17,13,5,1,1.6470588235294117,1.1610153134192993,visitor
Bam Adebayo,MIA,17,13,6,0,0.6352941176470589,0.44782019231887266,visitor
Jimmy Butler,MIA,16,11,3,2,1.1749999999999998,0.8282600316268035,visitor
Pelle Larsson,MIA,16,10,0,2,0.76875,0.5418935313303025,visitor
Nikola Jovic,MIA,16,9,2,3,0.9812500000000001,0.6916852391777031,visitor
Alec Burks,MIA,16,8,0,3,1.15625,0.8150431162285037,visitor
Caleb Daniels,MIA,17,8,9,0,0.8235294117647061,0.5805076567096498,visitor
Brandon Miller,CHA,25,7,4,2,0.34,0.2396667325558411,home
Terry Rozier,MIA,16,7,4,2,0.76875,0.5418935313303025,visitor
Keshad Johnson,MIA,17,6,1,2,0.44117647058823534,0.31098624466588376,visitor
Dru Smith,MIA,16,5,0,2,0.43125,0.3039890541609014,visitor
Josh Christopher,MIA,17,5,1,5,0.7058823529411765,0.49757799146541404,visitor
Nick Richards,CHA,21,5,7,0,0.2571428571428572,0.1812605540338294,home
K.J. Simpson,CHA,16,5,2,1,0.525,0.37007363115240166,home
Moussa Diabate,CHA,24,4,10,2,0.8375,0.5903555544574026,home
Duncan Robinson,MIA,16,4,2,1,0.33125,0.23349883870330104,visitor
Isaiah Stevens,MIA,16,2,0,3,0.23125,0.16300862324570073,visitor
Haywood Highsmith,MIA,16,0,0,2,0.05625000000000002,0.039650746194900194,visitor
Coby White,CHI,25,21,3,3,0.7839999999999999,0.5526432891875864,visitor
Evan Mobley,CLE,19,19,6,1,1.6210526315789473,1.1426834926810998,home
Darius Garland,CLE,19,13,1,5,0.6631578947368422,0.4674614288240863,home
Donovan Mitchell,CLE,19,12,2,4,0.8315789473684211,0.5861817917000447,home
Nikola Vucevic,CHI,20,12,10,3,1.135,0.8000639454437636,visitor
Matas Buzelis,CHI,21,12,5,3,1.119047619047619,0.7888190777398131,visitor
Jalen Smith,CHI,17,11,10,0,1.247058823529412,0.8790544515888982,visitor
Caris LeVert,CLE,17,11,6,4,0.823529411764706,0.5805076567096497,home
Josh Giddey,CHI,22,11,7,3,1.081818181818182,0.7625759672231308,visitor
Ayo Dosunmu,CHI,16,10,1,1,0.58125,0.4097243773473019,visitor
Julian Phillips,CHI,26,9,4,0,0.4269230769230769,0.30093899676129365,visitor
Georges Niang,CLE,16,8,5,0,0.73125,0.5154597005337023,home
Talen Horton-Tucker,CHI,17,8,4,3,0.9882352941176471,0.6966091880515796,visitor
Jarrett Allen,CLE,19,7,6,2,0.6526315789473685,0.4600414061443389,home
Zach LaVine,CHI,18,7,2,2,0.44999999999999996,0.3172059695592014,visitor
Dalen Terry,CHI,19,6,4,4,0.9,0.6344119391184029,visitor
Ty Jerome,CLE,17,5,3,3,0.34117647058823536,0.24049602920828347,home
Dean Wade,CLE,18,5,2,0,0.5444444444444445,0.383780061935824,home
Kevin Durant,PHX,19,21,3,2,1.2157894736842103,0.8570126195108247,visitor
Jalen Duren,DET,23,17,6,1,0.6782608695652175,0.47810754832111524,home
Jaden Ivey,DET,23,16,4,5,0.8173913043478261,0.5761808915664721,home
Bradley Beal,PHX,20,12,6,3,1.275,0.898750247084404,visitor
Royce O'Neale,PHX,16,11,1,0,0.49375,0.3480454388219016,visitor
Ryan Dunn,PHX,17,10,4,1,1.0411764705882351,0.7339275374114855,visitor
Devin Booker,PHX,22,10,1,3,0.5227272727272727,0.36847158080109255,visitor
Ron II Holland,DET,22,10,3,4,0.6545454545454544,0.46139050117702013,home
Isaiah Stewart,DET,16,9,5,0,0.525,0.37007363115240166,home
Simone Fontecchio,DET,25,8,4,0,0.19599999999999998,0.1381608222968966,home
Tyus Jones,PHX,20,7,0,7,0.9550000000000001,0.673181557620083,visitor
Malik Beasley,DET,22,7,3,2,0.4,0.28196086183040125,home
Oso Ighodaro,PHX,21,6,7,4,0.842857142857143,0.5941318159997742,visitor
Mason Plumlee,PHX,15,5,3,1,0.2466666666666667,0.17387586479541414,visitor
Monte Morris,PHX,15,4,3,5,1.2,0.8458825854912038,visitor
Daniss Jenkins,DET,16,4,5,4,0.85625,0.6035724698557027,home
Josh Okogie,PHX,18,4,2,1,0.14444444444444443,0.10181920010542267,visitor
Cade Cunningham,DET,18,3,2,8,0.7833333333333334,0.5521733544178692,home
Tim Hardaway Jr.,DET,19,3,4,2,0.28421052631578947,0.20034061235317985,home
Bol Bol,PHX,16,2,2,1,0.09375,0.06608457699150029,visitor
Jalen Johnson,ATL,22,19,10,0,1.190909090909091,0.8394743840859674,home
Zaccharie Risacher,ATL,23,18,3,2,0.7782608695652173,0.5485977637787155,home
Trae Young,ATL,21,17,0,6,0.7476190476190476,0.5269982774687262,home
Pascal Siakam,IND,16,15,3,4,1.24375,0.8767220547539039,visitor
Dyson Daniels,ATL,22,14,1,3,0.7318181818181819,0.5158602131215296,home
Quenton Jackson,IND,16,13,4,4,1.40625,0.9912686548725044,visitor
Cole Swider,IND,16,12,6,2,1.0375,0.7313359853726034,visitor
Larry Nance Jr.,ATL,18,11,3,3,1.061111111111111,0.7479795084667588,home
Obi Toppin,IND,16,11,4,0,0.8875,0.6256006621862028,visitor
Clint Capela,ATL,19,11,9,1,1.1631578947368422,0.8199125061120879,home
Andrew Nembhard,IND,16,10,3,3,0.85625,0.6035724698557027,visitor
Kobe Bufkin,ATL,22,9,3,4,0.7454545454545454,0.5254725152293841,home
David Roddy,ATL,16,8,4,2,0.4125,0.2907721387626013,home
Jarace Walker,IND,20,8,3,3,0.715,0.5040050405218423,visitor
James Wiseman,IND,16,8,4,0,0.7124999999999999,0.5022427851354022,visitor
Tyrese Haliburton,IND,16,8,2,4,0.6125,0.43175256967780196,visitor
Bennedict Mathurin,IND,20,8,2,3,0.38,0.2678628187388812,visitor
Ben Sheppard,IND,20,7,3,0,0.44000000000000006,0.3101569480134414,visitor
Vit Krejci,ATL,23,7,3,6,0.8478260869565217,0.5976344354013939,home
De'Andre Hunter,ATL,23,4,3,4,0.5347826086956521,0.37696941309934073,home
Aaron Nesmith,IND,16,3,2,2,0.3,0.21147064637280094,visitor
James Harden,LAC,17,14,4,2,0.3588235294117647,0.25293547899491875,home
Keon Johnson,BKN,21,14,6,4,0.8380952380952381,0.5907751390732217,visitor
Jordan Miller,LAC,17,13,2,2,1.0705882352941178,0.7546599537225447,home
Kai Jones,LAC,22,13,5,0,0.7045454545454546,0.4966356089058204,home
Cam Thomas,BKN,17,12,1,2,0.7588235294117647,0.53489634082532,visitor
Jaylen Martin,BKN,16,11,4,1,0.6625,0.4669976774066021,visitor
Norman Powell,LAC,17,10,2,1,0.7058823529411765,0.49757799146541404,home
Alondes Williams,LAC,16,10,6,7,1.5375,1.083787062660605,home
Dorian Finney-Smith,BKN,18,10,1,3,0.7833333333333334,0.5521733544178692,visitor
Dennis Schroder,BKN,17,10,3,5,1.1941176470588233,0.8417361022289918,visitor
Terance Mann,LAC,17,10,3,1,0.7411764705882352,0.5224568910386846,home
Ziaire Williams,BKN,23,10,2,2,0.8173913043478261,0.5761808915664721,visitor
Shake Milton,BKN,19,9,3,1,0.46315789473684216,0.3264809979088857,visitor
Amir Coffey,LAC,16,7,1,0,0.26875000000000004,0.18944245404230087,home
Jalen Wilson,BKN,22,7,2,1,0.3181818181818182,0.22428704918327372,visitor
Ivica Zubac,LAC,17,6,4,1,0.9411764705882353,0.6634373219538853,home
Kris Dunn,LAC,17,5,2,2,0.7941176470588235,0.5597752403985907,home
Cameron Johnson,BKN,17,5,3,1,0.3470588235294118,0.24464251247049523,visitor
Kobe Brown,LAC,20,4,5,4,0.9550000000000001,0.673181557620083,home
Cam Christie,LAC,16,3,3,1,0.3500000000000001,0.24671575410160115,home
Noah Clowney,BKN,16,3,3,3,0.16875000000000004,0.11895223858470055,visitor
Karl-Anthony Towns,NYK,28,25,12,2,1.2464285714285717,0.8786101855250897,home
Jalen Brunson,NYK,23,23,3,3,1.2478260869565216,0.8795952972317952,home
Mikal Bridges,NYK,31,16,5,0,0.7548387096774193,0.532087432808983,home
Tyler Kolek,NYK,17,15,2,5,1.3705882352941177,0.9661306000953455,home
Corey Kispert,WAS,20,14,1,2,0.37500000000000006,0.2643383079660012,visitor
Kyshawn George,WAS,21,14,4,1,0.9523809523809523,0.6713353853104791,visitor
Cameron Payne,NYK,23,14,2,4,0.5956521739130436,0.41987650076918454,home
Alex Sarr,WAS,25,12,9,3,0.796,0.5611021150424985,visitor
Jordan Poole,WAS,24,10,2,4,0.13750000000000007,0.09692404625420048,visitor
Ariel Hukporti,NYK,16,7,4,0,0.9312499999999999,0.6564401314489029,home
Landry Shamet,NYK,19,6,3,2,0.4368421052631579,0.3079309412095172,home
Justin Champagnie,WAS,17,5,3,0,0.34117647058823536,0.24049602920828347,visitor
O.G. Anunoby,NYK,25,5,3,0,0.21600000000000005,0.1522588653884167,home
Bub Carrington,WAS,18,5,6,0,0.1666666666666667,0.11748369242933389,visitor
Jonas Valanciunas,WAS,19,4,4,2,0.1789473684210526,0.1261403855557058,visitor
Bilal Coulibaly,WAS,25,4,9,1,0.3840000000000001,0.2706824273571853,visitor
Kyle Kuzma,WAS,24,3,3,2,-0.04999999999999997,-0.035245107728800136,visitor
Precious Achiuwa,NYK,21,2,6,2,0.5666666666666668,0.3994445542597352,home
Josh Hart,NYK,25,0,6,5,0.636,0.448317770310338,home
Alperen Sengun,HOU,22,17,9,2,1.3772727272727274,0.9708425128933135,visitor
Shai Gilgeous-Alexander,OKC,19,15,2,6,1.010526315789474,0.7123221772557508,home
Dillon Brooks,HOU,22,15,2,1,0.390909090909091,0.2755526604251649,visitor
Jalen Williams,OKC,16,15,3,0,0.6125,0.43175256967780196,home
Aaron Wiggins,OKC,21,13,3,1,0.7,0.49343150820320214,home
Jalen Green,HOU,24,12,2,2,0.23750000000000002,0.16741426171180077,visitor
Reed Sheppard,HOU,23,11,4,2,0.5304347826086956,0.37390462112292333,visitor
Chet Holmgren,OKC,17,10,6,3,0.8235294117647058,0.5805076567096497,home
Cam Whitmore,HOU,21,9,3,4,0.39523809523809517,0.2786041849038488,visitor
Ajay Mitchell,OKC,24,8,4,3,0.6458333333333334,0.4552493081636687,home
Amen Thompson,HOU,27,8,8,3,0.6407407407407406,0.4516595286727723,visitor
Ousmane Dieng,OKC,21,8,5,1,0.40476190476190477,0.28531753875695365,home
Jabari Smith Jr.,HOU,22,7,2,1,0.12272727272727271,0.08651071897069128,visitor
Dillon Jones,OKC,17,7,3,1,0.30588235294117655,0.21561712963501278,home
